app_id,game_name,game_type,is_free_to_play,release_year,avg_initial_price,min_initial_price,max_initial_price,price_volatility,avg_final_price,min_final_price,max_final_price,avg_discount,max_discount,discount_frequency,total_discount_days,total_observation_days,price_trend,seasonal_discount_pattern,best_discount_month,worst_discount_month,max_savings,avg_savings_when_discounted,good_buy_time
203680,F1 Race Stars,game,0.0,2012.0,14.990000000000002,14.99,14.99,1.778157505690667e-15,12.712672064777328,3.74,14.99,15.182186234817813,75,0.20242914979757085,100,494,0.0,226.3041584696709,12,2,11.25,11.25,1
203770,Crusader Kings II,game,0.0,2012.0,39.99,39.99,39.99,0.0,37.1775,9.99,39.99,7.03125,75,0.09375,18,192,0.0,86.50215549279024,6,4,30.0,30.0,0
204030,Fable - The Lost Chapters,game,0.0,2011.0,9.989999999999998,9.99,9.99,1.778157505690667e-15,9.64080971659919,2.49,9.99,3.4919028340080973,75,0.0465587044534413,23,494,0.0,18.64573491495679,7,2,7.5,7.5,0
204100,Max Payne 3,game,0.0,2012.0,19.990000000000002,19.99,19.99,3.556315011381334e-15,18.09526315789474,6.99,19.99,9.473684210526315,65,0.145748987854251,72,494,0.0,108.09422612462512,12,3,12.999999999999998,12.999999999999998,0
204120,LEGO Harry Potter: Years 5-7,game,0.0,2012.0,19.99,19.99,19.99,0.0,17.67292682926829,4.99,19.99,11.585365853658537,75,0.15447154471544716,76,492,0.0,171.02037913832004,12,3,14.999999999999998,14.999999999999996,1
204340,Serious Sam 2,game,0.0,2012.0,9.99,9.99,9.99,0.0,8.659371196754563,1.99,9.99,13.306288032454361,80,0.1663286004056795,82,493,0.0,155.1932707172745,12,2,8.0,8.0,1
204360,Castle Crashers,game,0.0,2012.0,14.990000000000004,14.99,14.99,3.556329673302723e-15,13.081463414634147,2.99,14.99,12.723577235772357,80,0.16260162601626016,80,492,0.0,157.6956968341018,12,2,12.0,11.7375,1
204450,Call of Juarez Gunslinger,game,0.0,2013.0,14.990000000000004,14.99,14.99,3.556329673302723e-15,12.77658536585366,5.99,14.99,14.75609756097561,60,0.2459349593495935,121,492,0.0,91.88901206487611,12,2,9.0,9.0,1
204880,Sins of a Solar Empire: Rebellion,game,0.0,2012.0,40.51845528455285,39.99,44.99,1.5387735653996761,32.2339430894309,9.99,39.99,19.788617886178862,75,0.2845528455284553,140,492,-0.1113421447102816,72.77688115225811,12,2,33.75,29.11414285714286,1
20510,S.T.A.L.K.E.R.: Clear Sky,game,0.0,2008.0,9.989999999999998,9.99,9.99,1.778157505690667e-15,9.12562753036437,2.99,9.99,8.643724696356275,70,0.12348178137651822,61,494,0.0,105.51072553491908,12,2,7.0,7.0,0
205100,Dishonored,game,0.0,2012.0,9.99,9.99,9.99,0.0,8.892235772357722,1.99,9.99,10.977642276422765,80,0.16463414634146342,81,492,0.0,135.71118765766676,12,2,8.0,6.6679012345679025,1
20540,Company of Heroes: Tales of Valor,game,0.0,2009.0,19.99,19.99,19.99,0.0,18.30707317073171,3.99,19.99,8.414634146341463,80,0.10569105691056911,52,492,0.0,143.85747172927682,12,2,15.999999999999998,15.923076923076922,0
205610,Port Royale 3,game,0.0,2012.0,15.061138211382117,14.99,19.99,0.5927432215416351,13.42140243902439,3.74,14.99,10.59959349593496,75,0.14227642276422764,70,492,0.060479836694854024,115.13006518335466,12,3,13.999999999999998,11.525,1
20570,"Warhammer 40,000: Dawn of War II - Chaos Rising",game,0.0,2010.0,19.990000000000002,19.99,19.99,3.556315011381334e-15,18.168137651821866,4.99,19.99,9.109311740890687,75,0.1214574898785425,60,494,0.0,140.48157498502192,12,2,14.999999999999998,14.999999999999998,0
205990,Warlock 2: the Exiled,game,0.0,2014.0,19.990000000000002,19.99,19.99,3.556315011381334e-15,16.862469635627534,4.99,19.99,15.637651821862349,75,0.20850202429149797,103,494,0.0,106.56679281737092,12,2,14.999999999999998,14.999999999999998,1
206190,Gunpoint,game,0.0,2013.0,9.99,9.99,9.99,0.0,9.155487804878048,2.49,9.99,8.345528455284553,75,0.12804878048780488,63,492,0.0,110.28117794833106,12,2,7.5,6.517142857142858,0
206420,Saints Row IV,game,0.0,2013.0,14.990000000000004,14.99,14.99,3.556322327449258e-15,13.666511156186615,3.74,14.99,8.823529411764707,75,0.11764705882352941,58,493,0.0,123.77600095768793,12,2,11.25,11.249655172413794,0
206440,To the Moon,game,0.0,2012.0,10.005182186234817,9.99,12.49,0.19442604773801297,8.810627530364371,2.29,9.99,11.831983805668017,77,0.16194331983805668,80,494,0.035354456058768295,82.82424575650276,12,5,9.370000000000001,7.376375000000001,1
207140,SpeedRunners,game,0.0,2016.0,14.990000000000004,14.99,14.99,3.556329673302723e-15,13.494268292682927,2.24,14.99,9.971544715447154,85,0.16463414634146342,81,492,0.0,86.69264293295295,12,2,12.75,9.085185185185184,1
207170,Legend of Grimrock,game,0.0,2012.0,14.990000000000002,14.99,14.99,1.778157505690667e-15,13.728360323886642,3.74,14.99,8.410931174089068,75,0.12955465587044535,64,494,0.0,81.0069925952398,12,2,11.25,9.73828125,0
207610,The Walking Dead,game,0.0,2012.0,14.990000000000002,14.99,14.99,1.7807483339619402e-15,13.933349753694582,3.74,14.99,7.044334975369458,75,0.12315270935960591,25,203,0.0,63.29960317460317,7,2,11.25,8.58,0
